HIST 1023-Japan in Asia and the World 01;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6c5662bed4b7d5c3d0c45973a1b4067813ac95e07ac3a8843ebeb1e90865944ae60e8084330acc376c57570ffba7a203&ReportType=2&regl=en-US;7;4.40;4.80;Andrew Gordon;HIST 1023;2021
ENGLISH 90YP-W.B. Yeats: Seminar 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=feb4f311fc079ca910c172d4a3f4d0e49632bcc79da716f1de38490aadfeb6865ceef447b9b17dc8ec3bcddcf312a631&ReportType=2&regl=en-US;13;4.60;6.71;Peter Sacks;ENGLISH 90YP;2021
COMPSCI 61-Systems Programming and Machine Organization 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=fcbebcd028bd21ccb3d4c045920dc7d6d613c9c2a9c3ae0452366b559e96a5b95aa49699d1fee1544aa561f837eea2d7&ReportType=2&regl=en-US;154;4.13;15.17;Eddie Kohler;COMPSCI 61;2020
JAPAN BB-Elementary Japanese 002;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=37c396fd4cc0852dd2945a7d72a9450a7be722b7a8835d0514ed5d4426d20cc89944365bc78d944eccbcd64641ebdbad&ReportType=2&regl=en-US;13;4.88;9.88;Yuko Kageyama-Hunt;JAPAN BB;2021
KOREAN BB-Elementary Korean 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e4151b461b0c043488d971e64cfa78caa9f76179bc99f4ad30662dd7a172f8fee4e21e5fd95ffb4b1500065dd927e7ee&ReportType=2&regl=en-US;13;4.86;6.71;Hi-Sun Kim;KOREAN BB;2021
ARABIC BB-Intermediate Arabic II 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e9d4992df8192db960385c3c6fb780465b37cb587184b153dfb5727dd90b76322cd4c4ebdc24eea1f58894aa5001150c&ReportType=2&regl=en-US;13;3.80;9.10;Nour Barmada;ARABIC BB;2021
COMPSCI 223-Probabilistic Analysis and Algorithms 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3009ba28129f8e1d7d6b49a29a00c6be711b586273625de42fdb360206f78f4b4780a94404dfdc88663c6c07781d7a05&ReportType=2&regl=en-US;68;3.65;11.19;Michael Mitzenmacher;COMPSCI 223;2019
ENG-SCI 231-Energy Technology 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3f8608fe4ba09a3cd03777b5b55cbaebcd0ff8d2c755dcc35c95a0aa0e0dbcef41fc937fe62adcf210d4a2fc5c922149&ReportType=2&regl=en-US;18;4.21;9.38;Michael Aziz;ENG-SCI 231;2021
HIST 2463-Graduate Readings in 20th-Century African-American History: Seminar 01;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e59a1d1406da564f8a45b675a71ee5855123d01df2ec7f6790f81454ca0b20f0d35e03b6b8ea2910e614fd83b6f3f244&ReportType=2&regl=en-US;7;4.17;8.00;Evelyn Higginbotham;HIST 2463;2020
VIROLOGY 201-Virology 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f326297f2a5378282c5eb082e00ebef36f4f393e9c9514798533e0674b46f3a3ddfac6338ff28f2359501d500afec137&ReportType=2&regl=en-US;9;4.20;5.80;Galit Alter;VIROLOGY 201;2021
BCMP 234-Cellular Metabolism and Human Disease 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8dd8dba85e7bc3b0f5e14e66529da2c6822c0b5351a8e1007cbe4b2a90e99090639be552f2f6fea5345f3efd92a5e2a1&ReportType=2&regl=en-US;34;4.45;6.57;Alireza Edraki;BCMP 234;2021
BBS 330-Critical Thinking and Research Proposal Writing 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1a0792b8da0c8ccb849d579c798e9a88a082389c9887eafb368ecd68bb21cbeb564c89d105f2cace758c2d77e9feac17&ReportType=2&regl=en-US;62;3.55;7.11;April Craft;BBS 330;2020
ECON 2010D-Economic Theory 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2e91f08c350d3936e5506930ba2957bdecf7609b7e67d8ce2b7a760916ed243895e436968a3d7decaf37fd84d1c2d090&ReportType=2&regl=en-US;25;3.92;8.70;Jordi Gali;ECON 2010D;2021
NEUROBIO 215B-The Discipline of Neuroscience 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4900db81b83cedff925e3fdd98fb670f312ad99b1e0f9fc72fd88485e5f8e0b280cb6befe951a9fd17b3021c358dd99e&ReportType=2&regl=en-US;22;4.67;14.57;Michael Do;NEUROBIO 215B;2021
GOV 90AC-National Identity in Comparative Perspective 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b1431034b32fb3dcffc6241dd9f070222eed4c9cfb09d3fa33083ace49410a28cebc9cb75f221dc4a9dde717a7c98a8b&ReportType=2&regl=en-US;10;3.78;6.38;null;GOV 90AC;2021
LING 207R-Topics in Semantics 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5418b574d56b3b0590fb8032f3152e2c46472973bc0d4f0e143569cf87d3a70544b644927c2bdeb57d8281e3ba187d91&ReportType=2&regl=en-US;6;4.60;5.60;Gennaro Chierchia;LING 207R;2021
HIST 14L-The Crisis of Social Democracy: Its History and its Future 01;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2e69d2e36db8de80802ecfe4bbcf4c4f20bfe7b004b8a19239257a80119960097e9c74ad83c3bf6a09bbd54e0a509112&ReportType=2&regl=en-US;15;4.25;5.45;James Kloppenberg;HIST 14L, SOC-STD 96SD;2019
FRSEMR 62R-LGBT Life Stories 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2372843fe71b0448055eac6f23c2ca2ec999b816d54b865c93f07744e350fb662c6572ffdbb25cd1e05bfd81e48dd477&ReportType=2&regl=en-US;12;4.27;4.20;Linda Schlossberg;FRSEMR 62R;2019
CHNSE 280-Teaching Chinese as a Foreign/Second Language 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e3a48c2ae83021f4ee887c46f3ae204cd5d2284bacf4270896977caedbbf9a16f8279924e77a6bf9706a07580a4fc401&ReportType=2&regl=en-US;10;4.43;15.57;Jennifer Li-Chia Liu;CHNSE 280;2020
SCRB 50-Building a Human Body: From Gene to Cell to Organism 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9cbcb5491d83e773e5e0605fb0bce5f0ce6d4b395cde41b1dbb93c90bea1eaf7951ca26b99775591f1212a4a45fe4dc6&ReportType=2&regl=en-US;39;4.69;6.55;null;SCRB 50;2021
PHYSCI 2-Mechanics, Elasticity, Fluids, and Diffusion 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d44e38aeaaba176547f0830913d406bbba34e50ba01e7db1a10fa740e555942f105e7ee3794e4368a2c065173d7c1208&ReportType=2&regl=en-US;232;4.05;6.61;Gregory Kestin;PHYSCI 2;2019
COMPLIT 109-On Translation 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b87093cdb0bf10029232da224c226fcc7882392291b9d60926805aec63a62da12baf612a4f3ed3d7e8c257e1c1513d8c&ReportType=2&regl=en-US;16;4.60;7.69;Sandra Naddaff;COMPLIT 109;2019
ECON 2010D-Economic Theory 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=017fa09b0aaf31cf0b67e830b2603aa413d5943c67df1b222b42933566030665784c444bacd0ce1ca7d70245072e71cb&ReportType=2&regl=en-US;25;3.92;8.70;Kenneth Rogoff;ECON 2010D;2021
BCMP 200-Principles of Molecular Biology 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=14f5192ea5d01f53acdf6f17a3dcd421f267253296efb2d2b8f5fec17c39899daf067d340f87f22ab64f516ecb7cc8b1&ReportType=2&regl=en-US;83;4.18;7.68;Joseph Loparo;BCMP 200;2020
CELLBIO 212-Biology of the Cancer Cell: From Molecular Mechanisms to Therapeutic Implications 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7a0c9e6dca80bc2b69e7c976ae361276e2f3a4430e588868259a01f39beb44456914c873235fac3c1d34fc43d8ec031d&ReportType=2&regl=en-US;17;4.57;3.93;null;CELLBIO 212;2021
MCB 99A-Laboratory Research for Honors Thesis 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1c5f6409e61a2fa5961710c947ab2f157e575e17a421d32750f10012db428e1bd183caf753617ce4e0f0dd545e9770e8&ReportType=2&regl=en-US;21;4.72;16.47;Dominic Mao;MCB 99A;2019
RELIGION 2001-The History of the Study of Religion 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cc9bcb8448a4a32d54696a14c2044b5f4b1134419bbba4867b13c960061d754aba9eb1d4c0b7538c2f1959b3c38f5791&ReportType=2&regl=en-US;13;3.67;7.57;Matthew Potts;RELIGION 2001;2019
COMPSCI 229R-Topics in Theoretical Computer Science: Spectral Graph Theory in CS 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9ac79bcd721b55ceff27649ac39214e56b1358aee65eb492df829c8e18c8b13418d386cb35506fb374378e07fbb4bc83&ReportType=2&regl=en-US;35;4.62;12.35;Salil Vadhan;COMPSCI 229R;2020
PHIL 3-The True and the Good 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4dc9f89305520f7fc6310f1dedb2b52a84a9acf2a3a88f4803f34f6089929809db077ac00f6e99c835152b6b49fb0962&ReportType=2&regl=en-US;22;4.56;6.00;Bernhard Nickel;PHIL 3;2019
GOV 1730-War and Politics 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5673942efcc6b63338f00460ba242d614be79df0fbb4c8b34b28e31fed8e15ce1d857d1f45fd7b10c4fdbb4d28980422&ReportType=2&regl=en-US;13;4.40;6.70;Stephen Rosen;GOV 1730;2020
MATH 21A-Multivariable Calculus 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=19c9b49284a02d69c7056d864a99e27fa58b2dadf4ca4883066eb840b64f361b3f351c966c9d568f32a73faeb79cc3fa&ReportType=2&regl=en-US;183;4.47;7.49;Benjamin Gammage;MATH 21A;2021
GENED 1166-Pluralism: Case Studies in American Diversity 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a523e2ac0fa29a7f373bf2775f3e058a35cb2409a16de293902df2d13c2046a53c3a480bb7976621769e486c73ace0f4&ReportType=2&regl=en-US;19;4.19;4.71;Diana Eck;GENED 1166;2020
BMIF 201-Concepts in genome analysis 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=90c12f4320ab41c192f059a4899df210ad197a1d569bc0a3af7df04f6aa4fc319e8258d66e5bfe6bfe4cca01f712b102&ReportType=2&regl=en-US;18;3.07;7.57;Michael Baym;BMIF 201;2020
FRSEMR 43J-The Economist's View of the World 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=550fb3f21ee5d02c7321b87d91e2663f158fbc14c08e9ce0f327995f8a1862425eb6f505b838fca53999414e2bd76634&ReportType=2&regl=en-US;12;5.00;4.64;N. Mankiw;FRSEMR 43J;2021
GENED 1105-Can We Know Our Past? 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2a64ff1284b7470c74572746b2a0856c024c6469b889cc5c856ee13eb990c065ec23158e119f3e4bf07edf7d8e97419d&ReportType=2&regl=en-US;33;4.22;4.07;Jason Ur;GENED 1105;2020
HIST-LIT 90EN-Latin American Revolutions 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4b4b56c70570010a8088b470500fd127ca07c96f1fc9eb5dc8208e1042e48dc8324fa1a7a705de8de4e00a576a4af884&ReportType=2&regl=en-US;7;4.57;6.57;James Mestaz;HIST-LIT 90EN;2020
FRSEMR 22I-The Science of Sailing 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a6daad4d9b43ee58a316ed4a6a3c160714a42e5e6926431e69a9f0fb59cf6e73a457d2560bbd6ec811f63f27a9ee6dcf&ReportType=2&regl=en-US;9;4.80;1.40;Jeremy Bloxham;FRSEMR 22I;2020
ENGLISH CIHR-The I’s Have It: Writing and Reading the Personal Essay: Workshop 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4506a92d59e679c539f5cc4b8893155e92a7a3d806357571f862bd7904de1468d48da6aed6b0904217ec3e071b353484&ReportType=2&regl=en-US;12;4.80;7.56;Michael Pollan;ENGLISH CIHR;2019
HUMAN 10A-A Humanities Colloquium: From Homer to Garcia Marquez 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=614c98d87b8888110b14edf15cfbde7937beee0831807a46f1e5feb15e6c00efb8e033000a16f9a9afd7bbffe2de4866&ReportType=2&regl=en-US;89;4.27;9.99;Stephen Greenblatt;HUMAN 10A;2019
EXPOS 20-Expository Writing 20 211;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ec9a7dd75fa9f72cb8c8835f5e228c99d11190f25d946c4b5fc2a54bc6572675e4b94e6b57ac5013b45207a2379da061&ReportType=2&regl=en-US;15;4.57;5.00;Matthew Cole;EXPOS 20;2021
FRSEMR 63I-The First Americans: Portraits of Indigenous Power and Diplomacy 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ae29f65fe2a1c6f3d26fd9b0d69f4191e6dec41e984363043ff8088c8b5cbf2fc31b66b79758a0a669cef830f3f132da&ReportType=2&regl=en-US;5;4.80;5.80;Shawon Kinew;FRSEMR 63I;2019
NEUROBIO 212-Mathematical Tools for Neuroscience 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5b45d15d93323d0809713e964e856cf85fc675a3c7a59ab9dd846db011a2ad74b9a896d1724b5217c5db7279e793e31e&ReportType=2&regl=en-US;15;4.70;2.22;Eleanor Batty;NEUROBIO 212;2020
PSY 1857-Psychotherapy: Science and Practice 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0858d1cf37cfac61dd2deaeaa9d6c2f6f06f215c8e36ddfc0d5a00a54ae51a3b6272b8cfd9af98cf22bb892f11bec9b9&ReportType=2&regl=en-US;7;4.86;3.14;John Weisz;PSY 1857;2020
NEUROBIO 215A-The Discipline of Neuroscience 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3a972baa852045bfacfc963c01eb1e4cc88fcf7e7bff58c4eb09d295ccf8f6fe4581d7f0d1731dc97aa3520af446e2ba&ReportType=2&regl=en-US;24;4.73;8.14;Wade Regehr;NEUROBIO 215A;2019
SPANSH 50-Advanced Spanish II: Creative Writing and Performance 002;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9aa3002bb06e4026642e87bb1521782a032a626f144ef95f415663162666487b022020e9acb1b4e144c726749c0c2392&ReportType=2&regl=en-US;10;4.71;3.71;null;SPANSH 50;2020
CHEM 161-Statistical Thermodynamics 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1ec6c676975ddb22b04f7410c2236aecd9c47f180ff166799bd4efdf5c0fc2b24599ad984e317fa4a2cb9d119d07d484&ReportType=2&regl=en-US;28;4.33;6.65;Xiaowei Zhuang;CHEM 161;2021
GENED 1143-Dark Satanic Mills: How the Factory Made Our World 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=06e232c3efff71bff62e7eb029525b9d780e16a81b828d11025d40908a4e7d56a58bc815022394924805c803d12c7e9d&ReportType=2&regl=en-US;16;4.63;5.75;Victor Seow;GENED 1143;2021
CELLBIO 201-Principles of Cell Biology 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=90f6fd9a223114a3ee5bce8fc8587b5ec90be6624d3f28f91f8a4676e28f6889c82b577bf4f386f3244dc2ff91627529&ReportType=2&regl=en-US;57;3.68;8.05;Cristina Aguayo-Mazzucato;CELLBIO 201;2020
FRSEMR 51N-The Secrets of Stradivarius or What Makes the Violin Sound Beautiful? 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5712f3332d48e3dc09cc611f55e081424ff4ed48845b0c4bd3de4c67345e0f68a1edb1f59b1ad22acc096b5b19abd5bd&ReportType=2&regl=en-US;8;3.71;2.86;Philippe Cluzel;FRSEMR 51N;2020
LING 104-Word Structure 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c7213e35a18d12a0dd108bc340c17b4317d0b2701284f7678b17e21b7a2eae7fa1d43c9205cd0a2e82180f93f1def9e2&ReportType=2&regl=en-US;17;4.64;3.71;Jonathan Bobaljik;LING 104;2019
PSY 1518-Defectors, Cheaters, and Thieves: Why Cooperation is Hard and Why Humans are Good at It 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0e592ca9cd644289cb2a0718ba5e4a4b23e446e8555f805131cb6bdf02d645020e6ff11ee86c447b0c8c8df7640a056c&ReportType=2&regl=en-US;13;4.91;4.50;Regan Bernhard;PSY 1518;2020
PHS 2000A-Quantitative Research Methods in Population Health Sciences I 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=097d96c73d42d7d0497f8d8618e3657c4a866e496fe13fcbd4b3c8090f91cc95cd7e8973a6d34e1588def0ab3fc0c623&ReportType=2&regl=en-US;33;4.08;9.52;Michael Hughes;PHS 2000A;2020
EASTD 97AB-Introduction to the Study of East Asia: Issues and Methods 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b4df461e9203e6f31937e12b92724a916d5cbeeb3b92df17ee2169b1495b229a8c96db973ae23759eccab37fb9d629c3&ReportType=2&regl=en-US;29;4.35;4.18;Melissa McCormick;EASTD 97AB;2021
GOV 2014-Research Design in Political Science: Qualitative and Mixed Methods 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=56bee06c280b6fa493cda0218d1cb1df1e6edddb97f3b6e527db2b9ec7c07d1e274d843ff5a00258988c5b8120dab051&ReportType=2&regl=en-US;14;5.00;9.43;Frances Hagopian;GOV 2014;2021
BCMP 230-Principles and Practice of Drug Development 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3ab088ca5c92e56351f5b49fb44609f8dc55c2900e65acbe3e34df9aa84c92db3039d9b7795776c897038ccab299e816&ReportType=2&regl=en-US;12;3.33;3.22;Stan Finkelstein;BCMP 230;2020
BIOSTAT 230-Probability Theory and Applications I 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b5c372c37557b773c550e05ff3dfb35498ec4ac0f06f4d23c2f56c2e3fb4ca5854c20082983fceed4d41a2c9132d3e9b&ReportType=2&regl=en-US;17;3.00;13.69;Marcello Pagano;BIOSTAT 230;2019
PSY 3340-Research Seminar in Cognition, Brain, and Behavior 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=59dcbdbc97746005f0dc1b860fd4cbdba2acf1bb9a05c8acc769b3cc3404a251764915f09ef724d3c505a4f4da23a3ee&ReportType=2&regl=en-US;11;3.50;0.00;Samuel Gershman;PSY 3340;2019
PHYSICS 15B-Introductory Electromagnetism and Statistical Physics 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=bf1f6a4fcabab329ab49491bf784d27c219b8978c2c99ba8895a7250634f68cf326957b5f23056e72a0d50f0da2d0763&ReportType=2&regl=en-US;33;3.85;9.52;Girma Hailu;PHYSICS 15B;2020
MATH 221-Algebra 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=00e9573b81b46db641bdd4d4e54427a1773175d9c0bedc8773a6b0715b443466619748f7d7478d24acb5894288aa14ce&ReportType=2&regl=en-US;18;4.13;8.44;Brooke Ullery;MATH 221;2019
SPANSH 11-Beginning Spanish II 002;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=172b35dd924a0a6c4ba6ecc2acf3923fb8ffb72bb21244c8307399e9d527b617acb3a1b7741ee3e0849102a96db65655&ReportType=2&regl=en-US;12;4.73;5.80;Jorge Mendez Seijas;SPANSH 11;2020
AFVS 70-The Art of Film: Currents in Contemporary World Cinema 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=be4bd12ae7667a0619d96c0a26db8b12320d3f6e8e7a8ddad367f067cfd777eacbc470bb67c74a50480dc38f014b16d7&ReportType=2&regl=en-US;40;4.26;6.37;Haden Guest;AFVS 70;2021
OEB 10-Foundations of Biological Diversity 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=14580b63707d429f598c6184e3ec49b8731377b0157300ee72acd534454ff284f42a9e72a9c6d6193019d0949396c7db&ReportType=2&regl=en-US;35;3.55;7.69;Collin Johnson;OEB 10;2020
BBS 330-Critical Thinking and Research Proposal Writing 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9defe6da4d3963e1b8bcbeef030cec6c7ecde383ef9409d77e3fbd794315ac499306dfa78521f32ca1542a809839f68c&ReportType=2&regl=en-US;62;3.55;7.11;Gyongyi Szabo;BBS 330;2020
EXPOS 20-Expository Writing 20 242;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=800558cce7b39a95047651706140c96dc055f35a2340a384d9c26c30eaa11e1d18435c9c00fdbe3090b7397300a65b0c&ReportType=2&regl=en-US;14;4.86;5.50;Hudson Vincent;EXPOS 20;2021
HAA 142P-Architecture through the Ages: Notre-Dame-de-Paris 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6cc8690755e0852dd7687255a61df73e929ca28ebbfc8948213f258da28d49d19bac5e39191986e0c73e48d160f285cb&ReportType=2&regl=en-US;15;4.46;3.45;Jeffrey Hamburger;HAA 142P;2021
ECON 1010A-Intermediate Microeconomics 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4ef72a33c4975bd1c8ce10feb33cde5e82604220f3d544fa40d01a277c549a04c605f08b4a031a0f071a5c63a0fc33dc&ReportType=2&regl=en-US;45;3.53;7.69;Marc Melitz;ECON 1010A;2021
PHYSCI 12B-Electromagnetism and Quantum Physics from an Analytic, Numerical and Experimental Perspective 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=028120f0ea7b060159df792d628fbf4b17355dc7ea2821849671e6f3b214990579d4c7b0bdc2f092f192c58ef5eef68d&ReportType=2&regl=en-US;66;3.60;7.37;Camille Gomez-Laberge;PHYSCI 12B;2019
EXPOS 40-Public Speaking Practicum 009;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1a7784f0943a0b507cb0f1887cc9fcec467ab2ee3d25bc815544ec54abc3886eadc520abc6667412484e6198fa84a01c&ReportType=2&regl=en-US;6;4.50;4.50;James Montano;EXPOS 40;2020
MICROBI 202-Mechanisms of Bacterial Pathogenesis and Host Immune Response 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b53400feb27eb378e8e4e1815984747f4e765a4f760d37b657150434034028120c57e3fb2ee4cab919bf389a13eba96f&ReportType=2&regl=en-US;10;4.67;5.13;Deepali Ravel;MICROBI 202;2019
RELIGION 1401-Early Christian Thought 1: The Greek Tradition 01;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=43fb6286fa7260d05559e4be2ec01e714227d9d5192a0cac325a40a59c9721f830d8ba542ee90a565f588a831d78a387&ReportType=2&regl=en-US;5;4.60;4.60;Charles Stang;RELIGION 1401;2019
SOCIOL 1141-Contemporary Chinese Society 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e04ec7651001f774f3e0edf0abde62bdbcf91aa421f01e487a6f300f9a9f645069b0dd284b42e867e53a1769cf6aa1e8&ReportType=2&regl=en-US;52;4.84;3.44;Ya-Wen Lei;SOCIOL 1141;2019
AFVS 161L-Enter the Mediaverse 1;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cc9bde3835f4016c40794968503efddb2c6de16cd62554bfba567c53757ec1fb109dad5ad2b8b911d23d56be219d879c&ReportType=2&regl=en-US;9;4.20;8.20;Lex Brown;AFVS 161L;2021
SPANSH 20-Intermediate Spanish: Language and Culture in the Hispanic World 002;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2ec3be5098ca25cac5b464ba0c5e1fdd20af7147d109568c598fb85558a2e9426c38be5964c3238a94cff57994ce09b2&ReportType=2&regl=en-US;10;4.63;4.13;null;SPANSH 20;2020
HIST 1921-The History of Law in Europe 01;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=58de8da711cdbf1847ee9a25e5515299576f2bec76c1ec1dd4a3d103a25cbf74409b33e6b1c312d18a862f64d2936684&ReportType=2&regl=en-US;7;4.40;3.80;Tamar Herzog;HIST 1921;2019
SPANSH 50-Advanced Spanish II: Creative Writing and Performance 002;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5d0c111bdfbec7803d991b07db883f8a81830034c87f5904b24570ae7c3222fb082edc5c2120833b635f0b086dceac8d&ReportType=2&regl=en-US;14;4.44;4.67;null;SPANSH 50;2021
OEB 56-Geobiology and the History of Life 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ff41b385bb35c573d0f50793d23e2fcc67e327d3ef15281e5fe1b06e4e1ceaedcbc5f54bc4868f3d8bd2d65544aa0051&ReportType=2&regl=en-US;22;4.11;3.65;David Johnston;E-PSCI 56, OEB 56;2019
