ENG-SCI 240-Solid Mechanics 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f66660d006ca9d4a9ec564d21709d4bc36cd5e50031463a76e0fcc02991aa1834e2c2d0be617218ca7c0d13ba159be47&ReportType=2&regl=en-US;8;3.88;14.17;Joost Vlassak;ENG-SCI 240;2019
HAA 157K-The Age of Albrecht Dürer 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c92936ca3d7f851473fdb553588c9b908b706697a3aede3bd4a8746d0c8e9e70a716a72439467303266adedda45b1cbe&ReportType=2&regl=en-US;17;4.36;5.92;Joseph Koerner;HAA 157K;2020
APMTH 120-Applied Linear Algebra and Big Data 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ac06f933bb017e521be170a05dd4bd633637d7c105dd9e03a45e1d987d63a2d461b4c3c1d00790b2a3a47cd6c0be3765&ReportType=2&regl=en-US;63;4.45;8.28;Eli Tziperman;APMTH 120;2021
ANTHRO 1883-Where Science Meets Society: Introduction to STS 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f9c162a762927017a11dc581e58912c208fcafd5e05040ce13119f4f406cf392e8003bfd3a7e360e7246823730503a45&ReportType=2&regl=en-US;13;4.92;4.17;Anna Jabloner;ANTHRO 1883;2021
HIST 2709-Themes in Modern Sub-Saharan African History: Proseminar 01;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=dfc14a3e573c3e4f315cead2681093ef1cd708c2759bb57b81ee7e19f73f73e1c1f83bd1c202edce2236c1444c262eb9&ReportType=2&regl=en-US;10;4.00;12.50;Caroline Elkins;HIST 2709;2020
HIST 2400-Readings in Colonial and Revolutionary America: Proseminar 01;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1938fe40e0dab460e4c4aae2bacdc078aac2ee800040e087bd9187a39306d0920c8eb072f2dc79a2842bc2ef36ddfab9&ReportType=2&regl=en-US;6;4.80;12.50;Joyce Chaplin;HIST 2400;2019
ECON 2010C-Economic Theory 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=25c7c52720658a8454ed6ebc181039a2521b6cf7e596479bdc372d30291dc5a38f38bd6ebc05f2ba9ff9b7b60849e883&ReportType=2&regl=en-US;35;4.00;13.80;David Laibson;ECON 2010C;2019
STAT 300HFRB-Research in Statistics 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=63f298bd43ca6dbac00489e7732f7dda674ec723c3ca20817367c93569dd4ec0eda25f67a3d4832fc0a7b9d87fae0f67&ReportType=2&regl=en-US;15;5.00;0.67;Neil Shephard;STAT 300HFRB;2021
PSY 1305-Evolutionary Psychology 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=08956de6c89f870620345c3453ae43d22b20680b1ddb6c566a6ecb7061cd5040bfc3f7b4fa053c0d2667310742747332&ReportType=2&regl=en-US;16;4.55;5.10;Max Krasnow;PSY 1305;2020
MCB 112-Biological Data Analysis 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=78ddadee65ca3173ba9fc602c6eb954eaff2d8841a424c216953b588b5b9e5b09aef4012f01c560ff24b217d27bb8080&ReportType=2&regl=en-US;82;4.70;13.73;Sean Eddy;MCB 112;2019
GOV 94BF-#AbolishPolice: The Politics of Public Safety in the Age of Social Media 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3e298587565a0027149658d69c4eede79460b96d7c3acf4c13ab3a8e179cbd30fa5e81401f1e8e50ecc99b9bb8b4f6be&ReportType=2&regl=en-US;29;4.65;3.45;Jennifer Halen;GOV 94BF;2020
PSY 1519-Psychology of Competition and Peak Performance 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b54f3f0edef07aeb6f7bffb9a337ba3dc8d523dce9114d83089b113d5ad5ba5feba6f21f1047b58f73b5ec7c5b8c538e&ReportType=2&regl=en-US;39;4.82;3.71;Emily Hangen;PSY 1519;2019
HIST 12J-Reformers and Revolutionaries in the Arab World 01;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=701fd986dbf3fa9a235da68e62d1dac2d658d821d831306bc530727cbd03bf39a0ca47b733d787e2ab217de544f1192d&ReportType=2&regl=en-US;11;4.78;8.11;Rosie Bsheer;HIST 12J;2020
ECON 970-Tutorial - Sophomore Year T03;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=fc083b260140c1f2452456c5a68fcd39ef1327fe5fe894b7cc61c9f7a33b8d0a9afcdd5fc109c6dcec45e1366dc3abc8&ReportType=2&regl=en-US;10;4.33;7.67;null;ECON 970;2021
SPANSH 10-Beginning Spanish I 002;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7c8668e816b1d48c050801a2c8344fe7d35fd90f5fe79d55aa3eb8c47ef2faa6506f5e8ccdd614479bf7f03bfa0ceb07&ReportType=2&regl=en-US;10;4.67;4.17;null;SPANSH 10;2021
ENGLISH CBF-Breaking Form: Creative Writing Workshop 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=78458c7c0ee9487162c43e806df5838549102a8fd335ebd180379f2da8fc93a7a2c52a59f6226a3cc7e9157f502df0d3&ReportType=2&regl=en-US;11;4.50;6.78;Teju Cole;ENGLISH CBF;2020
APMTH 22A-Solving and Optimizing 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8f6435360bb48be075876993b4be1ffcad1c412b32e273ed223d1f6e83277ca62353e734733fabab8e43595117016d56&ReportType=2&regl=en-US;35;3.25;8.19;Steven Gortler;APMTH 22A;2019
ECON 1078-Analyzing Education Policy 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ac0699ab8dbb47fd59a9b20ff3ca88bb2189e35e34cf43a56a0fb7f9104d78f614fed35493dedccad4cf6e6d9b17481e&ReportType=2&regl=en-US;10;4.57;4.43;Michela Carlana;ECON 1078;2020
IMMUN 315QC-Therapeutic Human Antibody Engineering 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6edb41cf8caa71edac660c0262b8de4f3af550524cb9153638ea7e5fcf7ad909059cb83ceec260696c7ad77c324e78a2&ReportType=2&regl=en-US;8;4.75;8.75;Wayne Marasco;IMMUN 315QC;2019
SOCIOL 1180-Law, Science, and Society in America 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3b9e00e7cdb187e7e2264161cc89badb9474c2cc860e5c7f17dc95423ca0a574d870ba492bf9ecd5a1861acbef0d4900&ReportType=2&regl=en-US;19;4.78;5.63;Sheila Jasanoff;SOCIOL 1180;2021
ESPP 78-Environmental Politics 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7dcd5e3cbed5bc91faaee2aa4109d762e729b9482bb4dd3199c20053b53b3b2cde2572d1429c77b250e60454310cd25d&ReportType=2&regl=en-US;28;4.00;6.50;Sheila Jasanoff;ESPP 78;2020
AFRAMER 134X-How Sweet is it to be Loved By You: Black Love and the Emotional Politics of Respect LEC;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=334ef41e74210d91bef27381e4cb671b256372f966b146a452b541e59688dfc6b255f8d294abf82f8a9c98ad5251126d&ReportType=2&regl=en-US;25;3.45;3.59;Marcyliena Morgan;AFRAMER 134X;2020
ENGLISH 67C-Migrations: Imagined Climates: Writing in the Wake of Climate Change 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=59c143583befcc70f429d069e92ad42561dbf74fc067f83eeb004b51b63c4802315548f40e9025809cd153136040dfca&ReportType=2&regl=en-US;19;4.72;6.38;Sarah Dimick;ENGLISH 67C;2020
INDSTUDY 1-Independent Study 008;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=91aae2a027d6bd496d8aac8a2f49a0b33531aa759f5a2d410274c80a93cc6c16216702a789f76d33bbf22a656e4ca46d&ReportType=2&regl=en-US;5;5.00;4.00;Charles Lockwood;INDSTUDY 1;2020
ECON 3011-Graduate Student Workshop in Financial Economics 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=16beb477fdf7a792ed6783c9963bdbebda489acf993331c7e1f0da9060fe0059e0a5dcfe2fc7aa21ce76b0f8af3af750&ReportType=2&regl=en-US;13;5.00;1.00;Jeremy Stein;ECON 3011;2020
HUMAN 10A-A Humanities Colloquium: From Homer to Garcia Marquez 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=df9519f32be925f476b2c6b6f705619fbc6502e6e117b78571bcf7f7936c73ebc545a2c546a288d86e21fdebf3b3a3d4&ReportType=2&regl=en-US;89;4.27;9.99;Nicholas Boylston;HUMAN 10A;2019
COMPSCI 145-Networking at Scale 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=72ad2270810ce24d9ba54cd86f194536a0edf663756d08c872995c1c7fd85dc9c035f28a18ad9312e571d8b3e4c990f5&ReportType=2&regl=en-US;11;4.33;10.75;Minlan Yu;COMPSCI 145;2021
JAPAN BA-Elementary Japanese 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=295fa90dba353e114977f0eef7dd9b08fd57acc28e02207930c43aaf4fec01cca044910b38007719180e69565ad625be&ReportType=2&regl=en-US;20;4.69;8.87;Yuko Kageyama-Hunt;JAPAN BA;2019
COMPSCI 181-Machine Learning 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0a785daa164cdd4ea06ce9b7ae3947e52a98cb1fd10de458e3ea2966949d12b498b0114d948f9caaa121e4ce98b7d531&ReportType=2&regl=en-US;108;3.98;14.17;David Parkes;COMPSCI 181;2021
LING 105-Sounds of Language 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=19e8171429eac73c53c7a4cfa9cb4bba2a74955607719f6aa725dbd403bb2137b5cb40b0a04536b8b4b5df0ffa44357b&ReportType=2&regl=en-US;17;3.92;5.33;Kevin Ryan;LING 105;2019
PSY 2446R-Clinical Research Laboratory 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1d7804d307c52399ba3dd1bc562c7def74bdbabec92315363844ec95d7c2b89e7f9e5a2c0a92fc5b7bbcaea71361c05e&ReportType=2&regl=en-US;6;5.00;4.50;Jill Hooley;PSY 2446R;2019
ASTRON 5-Astrosociology 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=965411be2c4f471fd98234dbea581eaacf2de866b21240ea0e7a1ca41d6c09d8c7a92b553783d6ca7cac21c1951fa0fb&ReportType=2&regl=en-US;48;4.35;2.81;Gerhard Sonnert;ASTRON 5;2021
PSY 980RE-Psychological Resilience 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9c7c7bee7153fd81300dc0317edebfb8476d948d4f23744277106da5e23175bed93059b20b17805e8f362c2ae11096cf&ReportType=2&regl=en-US;9;4.86;4.29;null;PSY 980RE;2021
HBTM 201-Tumor Microenvironment and Immuno-Oncology: A Systems Biology Approach 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5ec85695a13c84e79e465fdaff8a760ed425e6379c97259b82214795fa6ab6c0b46c546b4efae78a672d52ecf1cce232&ReportType=2&regl=en-US;7;3.75;6.50;Rakesh Jain;HBTM 201;2019
AFVS 169S-Un cine para hoy: Remapping Latin American Cinema 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5e3a42784c4642394ee37b054dbbaa4ea27a989b046fd48e63a581fab552bc02943f625be44fb1b0d9eb2d64ae75c7c7&ReportType=2&regl=en-US;11;4.75;7.43;Haden Guest;AFVS 169S;2020
ASTRON 200-Radiative Processes in Astrophysics 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6d611079fa6f74023447538aab5ed1a86a79844f29d1aae68abd4e463a03cac46c25327edcd0258a45fed52d8c29f9bb&ReportType=2&regl=en-US;9;4.63;11.88;Ramesh Narayan;ASTRON 200;2020
ARABIC BA-Intermediate Arabic I 003;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f22227764249ea951b6a9005ede72cf7002ea51bf86b888083054f6803c8eebb218209cbfe4ecfb8138296821eaddcbb&ReportType=2&regl=en-US;12;4.18;9.50;Nour Barmada;ARABIC BA;2020
PSY 980JS-But Why?: Ultimate Explanations for the Quirks of the Mind 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=99262952592deb2fa90c40809a1180578dea710715912244d4b743bc1a13ecee1f2c66e762a426e48beca6d34da56643&ReportType=2&regl=en-US;6;4.83;3.40;null;PSY 980JS;2020
APCOMP 297R-Data Science Capstone Research Project Course 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=60e0dd408ad70f339321e0e4b6dcca989a9135281fc4f03f29f7dcebf8b5df5449527301d024ad0ccfe6a165eb56744d&ReportType=2&regl=en-US;29;3.67;9.60;Christopher Tanner;APCOMP 297R;2019
HEB 2390-Genes, Mind, and Culture 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8a98100855e5c29006e63e3a4591b270b1b9a0c117ea1ea7aaf7dc3f153c9c39f1f7ebf3fafda57e37e1352a58e7fa51&ReportType=2&regl=en-US;9;4.71;11.29;Joseph Henrich;HEB 2390;2020
BBS 230-Qualitative and Quantitative Analysis of the Biological Literature 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7ebcbf71fc8c2e68459059ac8e1190d07d42a2fe39ed5c62158ba47e90b2d9fba3432c575449b5743fb8108828d29675&ReportType=2&regl=en-US;53;3.75;7.09;Naama Kanarek;BBS 230;2021
ENGLISH CKR-Introduction to Playwriting: Workshop 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f1c23411a1841f2ccf1c4b331aeeb1735f8ec382d107e28e30a623265d04fa73bbf5a37e9ffa1112a8ff6fd168af0b8d&ReportType=2&regl=en-US;11;4.67;6.40;Sam Marks;ENGLISH CKR;2019
HIST-LIT 90DI-Speculative Fictions in Multiethnic America 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1e965312de1d3af8067b2ed47da75161aeb65621b68a8e6947e1166235c8ab6336cb33925af345e346f433529b2797c9&ReportType=2&regl=en-US;15;4.62;5.40;Ellen Song;HIST-LIT 90DI;2019
HIST 3900-Writing History: Approaches and Practices 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2b480878578bf09cae9ebc0a857ec7e3e7d409309183684621c132ce2ad2b168d52f965b3200a4880e44fab084cb2321&ReportType=2&regl=en-US;19;4.40;5.60;Mary Lewis;HIST 3900;2019
ENG-SCI 297-Professional Writing for Scientists and Engineers 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4ce8e0297d6836b1ad640c20ab41ed1d7037cbf9bd869530003391800731afc42bcaced4b106d584e30085c83cea6e09&ReportType=2&regl=en-US;24;4.76;4.13;Jenny Hoffman;ENG-SCI 297, PHYSICS 297;2021
APMTH 201-Physical Mathematics I 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=43140780d3b46626d52180e472985a5e14e2608069b386cc8215b228b08bd1325f885098bd5fa8e5a0e06e394928d906&ReportType=2&regl=en-US;30;4.46;10.61;Michael Brenner;APMTH 201;2020
SCRB 111-Regeneration:  Phenomena to Mechanisms 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3af18e148cca34b09dc49374f4707cfe959465005aa8ea89eaca4f78cc351ac2d06fdb2dc1a6e0adc513bc360a9b13eb&ReportType=2&regl=en-US;12;3.90;3.70;Jessica Whited;SCRB 111;2019
COMPSCI 141-Computing Hardware 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4c2d74224a02204fafcede42f1da52a73dfef9561562f644a71e779481bf74fb7af62833a9367c3965d0fe81fbb6f1e1&ReportType=2&regl=en-US;30;4.45;10.90;Vijay Reddi;COMPSCI 141;2021
FRSEMR 72G-The American Democratic Tradition: Past, Present, and Future 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e0029e0baceb7e3525238c6245ab1d53248111e7cfa6a34a0a0494c54815736f2255f9979a8767ab366142462b863c29&ReportType=2&regl=en-US;12;5.00;5.10;James Kloppenberg;FRSEMR 72G;2020
ECON 2120-Principles of Econometrics 1;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=62f04b93e6f54f2fea07835a3c7f6424b45c86e785423ed1457c662e966cf86d5d9fe06c50e2ddba99e75855b0eb92b8&ReportType=2&regl=en-US;46;4.32;13.42;Elie Tamer;ECON 2120;2019
GOV 2305-American Government and Politics: Field Seminar 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8811380eaeafa403bd19a44d4cb7029e2bee99c3b287581980d62c60f0a49f29cc67733238ab15ebdf8520e9116394b3&ReportType=2&regl=en-US;13;4.57;10.71;Jon Rogowski;GOV 2305;2020
BCMP 234-Cellular Metabolism and Human Disease 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ae5485782c41d2fe368cded9aa4e899efa72c2d8aeb8251c35b9739af601475257c0cfae038280980b7cc0b2ee02677f&ReportType=2&regl=en-US;34;4.45;6.57;Thomas Michel;BCMP 234;2021
GOV 1796-Central Challenges of American National Security, Strategy, and the Press 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=91a663e9d28a071d2d6e68e101265a60184e4df8f1d0362ef5224358b4baa22f4fa32f56b95431c3390c3199571506a1&ReportType=2&regl=en-US;11;4.88;8.25;Graham Allison;GOV 1796;2019
MUSIC 168-Analog Synthesizer and the Digital Age 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=edae2808492fae0fad344fcd904746f7f973b6ad5e3da1f03dc6050d7c49393dc50c75a5acb076bfd365fcdfd8cb1214&ReportType=2&regl=en-US;9;4.71;6.50;Hans Tutschku;MUSIC 168;2019
FRSEMR 61Q-Language: The Origins of Meaning 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=30a3e72cd92b0753055616d524f39b5eccebab6ca3fa126386da1a8528b6e1bc29b95707b611978e5767fcb778d7e51c&ReportType=2&regl=en-US;15;3.73;4.13;Gennaro Chierchia;FRSEMR 61Q;2020
ENG-SCI 51-Computer-Aided Machine Design 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=221e88c2cc97beca2a858edd5c2e931a6ad787b7c0d8d2a2276d0615e16f48943c98c972821fdff9bfcfae200a74ea10&ReportType=2&regl=en-US;19;3.75;11.06;Michelle Rosen;ENG-SCI 51;2019
GENED 1159-American Capitalism 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=311f072aedde9b5906b714786a47c1ee108b08dc636d5cae146ab92b743db40aa92faf5f07fe98aed83439cffa0ec619&ReportType=2&regl=en-US;64;4.36;5.63;Sven Beckert;GENED 1159;2021
GENED 1098-Natural Disasters 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7f29d33c7a2621abb20d3ab2959504c63008a2e84cbcfc11435be521625d24e67870e31092c8247fdff3981002b99975&ReportType=2&regl=en-US;50;4.44;3.10;Brendan Meade;GENED 1098;2020
ANTHRO 1400-Quests for Wisdom: Religious, Moral and Aesthetic Experiences in the Art of Living in Perilous Times 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=53bf24b8f41d7cc45a7375bcb1c94c59b929048c37baeac6fb9eb83a3fe9f8850139dade0e46659470462146693f9109&ReportType=2&regl=en-US;20;4.36;5.31;Michael Puett;ANTHRO 1400;2020
SPANSH 40-Advanced Spanish Language I: Viewing the Hispanic World 002;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6e04498e66aa54747dba98ef8bdcfc65a0d38f55557b940d6081f56387dc4c20ac16c4ca0475e9bcc166a774c2f9f8eb&ReportType=2&regl=en-US;10;4.88;5.50;null;SPANSH 40;2021
ANTHRO 1400-Quests for Wisdom: Religious, Moral and Aesthetic Experiences in the Art of Living in Perilous Times 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=58fd1ccbf5d1dcb282c818b18c4f6432a2bfb2b73c0abdad37ae26f3d11226e761f00eae61b0fa0dbf2c0e780338d9a3&ReportType=2&regl=en-US;20;4.36;5.31;David L. Carrasco;ANTHRO 1400;2020
SPANSH 61N-The Ethics of Business in Latin America 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a7e2b9d93fb30dace32c887d1ffe9b99be831383ae4e58459e3f0fb71f0ed751c61373def72864ea32d0a4eb3e682b89&ReportType=2&regl=en-US;11;4.40;4.30;Adriana Gutierrez;SPANSH 61N;2021
SOC-STD 10A-Introduction to Social Studies 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=844446bad561a79dc74bff5d2761c77e90e257157a9e48986c4f5437406441077995657bd6dd38ec4c188526782c20a8&ReportType=2&regl=en-US;68;4.26;8.41;Hari Ramesh;SOC-STD 10A;2020
CHNSE 166R-Chinese in the Humanities 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1d8b864a07f4794b4cf2c95ebb1727ad1058bba87407663f463e9c62f7ad2e2ac30c76af44ec66980f20398868db24e1&ReportType=2&regl=en-US;10;5.00;7.00;David Wang;CHNSE 166R;2021
PSY 2461R-Laboratory for Clinical and Developmental Research 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=67d3fd304b1814328a1a61574ef22eb94713f6fa58cd95d86c9197dc2bef4780b93973537c99a419e4f0af13de6fcd1f&ReportType=2&regl=en-US;10;5.00;6.17;Matthew Nock;PSY 2461R;2019
CELTIC 110-The Celtic Arthur 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=dc18f970ba52e428ae87b65819bd5dc04771cecb1fd18daea0a3b82226dd80737e05e50f95c3a56606a6a2bdc40fed62&ReportType=2&regl=en-US;15;4.73;4.09;Joseph Nagy;CELTIC 110;2020
PHIL 140-Fundamentals of Logic 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c39fa634865e50f51ce33817935167403e5d283b6520030597c03171f68f211e442550e7e965366555e2c29883e34c21&ReportType=2&regl=en-US;41;3.81;5.75;W. Hugh Woodin;PHIL 140;2021
HIST 2651-Japanese History: Seminar 01;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=43eb8ef7d0bf6c23336e37bf1b4df046483d08a895dafe6d115ad849d54312624be723e1e722d1fdec225008a25a1f2a&ReportType=2&regl=en-US;5;5.00;15.33;Andrew Gordon;HIST 2651;2020
CHEM 27-Organic Chemistry of Life 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=78444cab274d36cf445b0a66adb6d2c50dc3eb65d41d20298d64d48978304ad5342923457d76eaf6a25d6d32aa3210c8&ReportType=2&regl=en-US;279;3.45;9.40;Emily Balskus;CHEM 27;2021
HIST 1903-How Societies Remember (and Forget) 01;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=13daea38c8be97caca2da53ff9696250e9ea0a74c56cbc37f12b60b1154596c7cd08df13f981dcbe1490efa0fd0ee5ca&ReportType=2&regl=en-US;13;4.73;8.20;Kirsten Weld;HIST 1903;2019
FRSEMR 51C-Science in the Age of Artificial Intelligence 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d5bb35bde332e837d716b7b611cf5526c5c8a11852f969a34e104ca985d1d1fef65118740b2b36019412d25fced8b972&ReportType=2&regl=en-US;12;4.30;1.67;Brendan Meade;FRSEMR 51C;2020
ECON 1535-International Trade and Investment 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c589ef8cbc454f48ed591f94bd33f16f0ad36aa26ec94282fb874d5c4781450dd8d0580993a2bc34d04beb37f93beaf9&ReportType=2&regl=en-US;13;4.36;6.11;Pol Antras;ECON 1535;2020
GOV 3002-Teaching and Communicating Political Science 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3aec70761688fb434a8c9d8662df610270bd7d4478f0c3cf424468012f25314988e56a45f94609e90178173bf3f42863&ReportType=2&regl=en-US;20;3.63;0.43;null;GOV 3002;2019
SOC-STD 98SE-Race and Ethnicity in the United States 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=264bf70144c3b574fa478ec49fe7ecd3b4d65b4b79461d41a5a9a73bc5151314dc6a766dd775279397bf9bb5a32439a1&ReportType=2&regl=en-US;9;5.00;7.25;Christina Ciocca Eller;SOC-STD 98SE;2019
ECON 2010C-Economic Theory 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9fdcd7c369017fe59c3099652d2b9ee5225da3bdc01941be893a8331a31a85e4f33c96f30f43b10af35227f6dc96c7c8&ReportType=2&regl=en-US;35;4.00;13.80;Robert Barro;ECON 2010C;2019
CHNSE 150B-Readings and Discussions in Academic and Professional Chinese 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cafb3aada6d86c9f17e7eb9f197319a973e29bc2fe96eedf31ded12355007c78fd0c9347d0d929d83295293e2da0e40f&ReportType=2&regl=en-US;7;5.00;6.80;Dan Wang;CHNSE 150B;2021
